date,dailyCases,air_temp,dew_point,RH,Rt,AppleDriving,GoogleWorkplace,GoogleResidential
2020-02-15,0,9.058333333333334,-2.2125,49.9259867084298,NA,145.45,2,-1
2020-02-16,0,10.528561507936507,8.32578373015873,87.80311047083147,NA,91.1,-4,2
2020-02-17,0,14.221527777777778,12.997916666666667,93.2428642058721,NA,114.32,-2,1
2020-02-18,0,19.858333333333334,18.634722222222223,93.16643265935487,NA,109.85,2,0
2020-02-19,0,19.174305555555556,17.299305555555556,89.82627239892948,NA,109.86,2,-1
2020-02-20,0,12.861458333333333,12.198402777777778,95.81696905013156,NA,117.05,-2,3
2020-02-21,0,7.086458333333333,0.646875,67.77842571922359,NA,164.39,0,-1
2020-02-22,0,6.11875,-2.2625,59.65852709735812,NA,168.75,4,-2
2020-02-23,0,9.554166666666667,3.19375,69.01571234975322,NA,133.73,2,-3
2020-02-24,0,15.581597222222223,13.600396825396826,88.52908554729686,NA,129.53,-23,4
2020-02-25,0,17.300694444444446,15.254861111111111,88.78323831417401,NA,132.43,-37,6
2020-02-26,0,11.593055555555555,8.415972222222223,82.7050820247061,NA,124.52,-12,1
2020-02-27,0,6.379166666666666,-1.3875,60.76251677861918,NA,125.63,-8,1
2020-02-28,0,6.795833333333333,-0.65,66.03998889853554,NA,157.32,-7,0
2020-02-29,0,10.552083333333334,-1.3187499999999999,50.344454523875314,NA,153.27,0,-3
2020-03-01,0,12.15625,5.202083333333333,65.86411425376808,NA,99.49,3,-2
2020-03-02,0,18.37465277777778,13.581944444444444,74.17572835764103,NA,115.07,3,-2
2020-03-03,0,20.678819444444443,17.935069444444444,85.11453915129225,NA,119.85,3,-2
2020-03-04,0,18.918055555555554,18.602569444444445,98.10310955984511,NA,109.41,0,1
2020-03-05,0,13.458333333333334,11.987499999999999,91.52400509993655,NA,123.39,1,0
2020-03-06,0,13.560416666666667,2.654166666666667,57.18676243347779,NA,157.44,2,-2
2020-03-07,0,11.104166666666666,-3.3333333333333335,40.807803028948015,NA,155.05,5,-1
2020-03-08,0,12.716666666666667,4.189583333333333,57.05358039457416,NA,103.3,2,-1
2020-03-09,0,15.3625,11.71701388888889,80.35977002143504,NA,124.17,1,-1
2020-03-10,0,18.129166666666666,15.270833333333334,84.12466075884782,NA,121.44,1,0
2020-03-11,0,19.181597222222223,16.221180555555556,84.72882867260263,NA,123.86,1,-2
2020-03-12,0,19.65138888888889,16.4,83.36785674352492,NA,140.01,0,-1
2020-03-13,0,20.680555555555554,17.678472222222222,84.521669253817,NA,145.8,-6,1
2020-03-14,0,21.303472222222222,16.97083333333333,79.8144073670875,NA,134.25,1,0
2020-03-15,0,20.35625,14.356250000000001,72.66096085574424,NA,93.86,0,1
2020-03-16,0,19.500694444444445,14.659027777777778,76.02513844627052,NA,108.25,-4,2
2020-03-17,0,19.45625,16.558333333333334,84.66808370104839,NA,97.86,-10,6
2020-03-18,0,20.679305555555555,18.56513888888889,88.83586319264958,NA,94.2,-17,7
2020-03-19,1,23.145555555555557,19.48125,81.28790252314441,NA,94.41,-24,10
2020-03-20,2,23.223541666666666,19.79875,82.2932249895834,NA,100.3,-26,12
2020-03-21,-1,20.490972222222222,17.822916666666668,85.70111591529474,NA,78.59,-14,9
2020-03-22,0,17.988194444444446,14.297222222222222,79.9089454847066,NA,58.1,-23,8
2020-03-23,0,22.401319444444443,19.10236111111111,84.16151630023771,NA,76.48,-28,12
2020-03-24,4,22.572847222222222,18.83888888888889,81.60972092655534,NA,76.95,-29,13
2020-03-25,4,23.93472222222222,18.889583333333334,76.12594107280111,NA,77.8,-31,12
2020-03-26,8,23.087916666666665,18.750416666666666,79.77453130841921,NA,80.09,-32,13
2020-03-27,5,22.790277777777778,19.131944444444443,81.92570586611612,NA,85.29,-32,14
2020-03-28,6,24.07986111111111,20.274652777777778,80.736066308951,NA,70.81,-21,10
2020-03-29,11,25.002083333333335,19.332291666666666,74.22147481455728,NA,54.66,-29,9
2020-03-30,4,21.745833333333334,10.63125,50.374794248222365,NA,72.94,-34,13
2020-03-31,8,21.622222222222224,16.050694444444446,72.60345091818505,NA,70.71,-36,16
2020-04-01,4,14.741666666666667,6.383333333333333,62.42754932898011,1.0731387688941847,74.08,-36,13
2020-04-02,11,16.06875,7.029166666666667,61.13532559025799,1.0656750835741968,73.97,-37,15
2020-04-03,36,18.645833333333332,9.466666666666667,60.03052250997355,1.05830093459131,80.98,-37,16
2020-04-04,11,18.177083333333332,11.764583333333333,69.86250676379919,1.0510987298391816,61.35,-24,13
2020-04-05,11,20.152083333333334,14.429166666666667,73.83170748074619,1.0441417729581153,47.8,-33,11
2020-04-06,18,20.170833333333334,14.864583333333334,74.94874632491214,1.037494439227896,69.07,-37,15
2020-04-07,58,20.66611111111111,18.294999999999998,86.91292567733814,1.0312133796392169,67.38,-38,17
2020-04-08,48,24.68048611111111,21.739305555555553,84.5962698237162,1.0253491705939521,70.59,-39,16
2020-04-09,60,25.146527777777777,21.043055555555554,80.19665922666553,1.019947755935781,75.12,-40,17
2020-04-10,49,19.381944444444443,11.227083333333333,64.48767862130589,1.015051124259534,79.71,-45,19
2020-04-11,50,15.097916666666666,5.625,56.01909839708482,1.0106968897132032,69.36,-28,12
2020-04-12,46,21.986458333333335,19.264583333333334,84.7401601327687,1.0069167323222243,39.47,-42,12
2020-04-13,14,23.560416666666665,15.819444444444445,65.89875196953012,1.003733928694657,74.34,-38,15
2020-04-14,41,16.806944444444444,11.127083333333333,71.44832262305314,1.00116040405465,75.29,-37,16
2020-04-15,39,14.6,2.8020833333333335,47.791852621563606,0.9991938306472106,79.77,-37,14
2020-04-16,29,15.26875,-0.03541666666666664,39.74309019434516,0.9978152879462169,82.95,-37,16
