date,dailyCases,air_temp,dew_point,RH,Rt,AppleDriving,GoogleWorkplace,GoogleResidential
2020-02-15,0,-6.341666666666667,-12.791666666666666,63.15206416692727,NA,131.65,4,0
2020-02-16,0,2.525,-6.454166666666667,52.88752170748539,NA,96.47,4,-1
2020-02-17,0,1.9330357142857142,-2.7035714285714287,75.92313737966761,NA,101.88,-15,4
2020-02-18,0,8.67361111111111,1.48125,63.30144073203847,NA,103.53,2,0
2020-02-19,0,1.5777777777777777,-4.690972222222222,65.53941225985562,NA,103.4,1,0
2020-02-20,0,-2.9250000000000003,-10.808333333333334,55.27700373690431,NA,104.34,1,0
2020-02-21,0,-5.641666666666667,-12.975,58.70617281807604,NA,127.59,3,1
2020-02-22,0,-0.3666666666666666,-12.429166666666667,42.498197154675005,NA,132.1,8,-1
2020-02-23,0,3.8916666666666666,-11.645833333333334,32.39788524755609,NA,91.52,6,-2
2020-02-24,0,7.3875,-5.483333333333333,40.31214027276377,NA,103.55,3,0
2020-02-25,0,7.678571428571429,1.5271428571428571,68.01291953435847,NA,105.71,2,0
2020-02-26,0,7.744930555555555,6.734930555555556,93.72500241729412,NA,113.38,1,-1
2020-02-27,0,-2.520787037037037,-5.774282407407408,78.84739300343477,NA,106.68,0,1
2020-02-28,0,-3.5819444444444444,-9.435069444444444,65.47760818421648,NA,127.9,3,0
2020-02-29,0,-4.529166666666667,-11.978472222222223,57.51239700741532,NA,126.73,5,-1
2020-03-01,0,-0.7333333333333333,-10.05,52.82464429732919,NA,92.27,7,-2
2020-03-02,0,8.488541666666666,-1.901388888888889,51.14471515527773,NA,98.77,3,1
2020-03-03,0,9.475892857142858,8.043204365079365,91.55627501131117,NA,105.08,1,0
2020-03-04,0,6.35,-0.5166666666666667,63.19669277236514,NA,106.56,1,0
2020-03-05,0,4.375,-2.6125,64.23970690239524,NA,111.61,0,-1
2020-03-06,0,4.129166666666666,-1.7097222222222221,67.52746898105407,NA,125.77,1,1
2020-03-07,0,1.3895833333333334,-4.620416666666666,66.93188435684164,NA,129.55,3,-1
2020-03-08,0,5.316666666666666,-6.866666666666666,47.46990025285331,NA,98.89,0,-2
2020-03-09,0,12.633333333333333,-5.875,27.685133068013187,NA,103.1,-1,0
2020-03-10,0,12.233333333333334,4.52,64.31243763738766,NA,103.23,-3,1
2020-03-11,0,4.654861111111111,2.759375,87.76476275082642,NA,103.8,-3,1
2020-03-12,0,10.480555555555556,6.06875,77.32311271067432,NA,99.72,-5,1
2020-03-13,0,12.66,4.195416666666667,61.31313447089758,NA,108.12,-8,4
2020-03-14,2,4.366666666666666,-5.922916666666667,48.76431908005585,NA,93.49,-3,3
2020-03-15,0,2.7958333333333334,-0.793125,81.28183871668172,NA,67.08,-10,4
2020-03-16,4,4.579166666666667,-2.870833333333333,59.65402183630314,NA,72.1,-28,11
2020-03-17,4,6.067569444444445,4.029930555555556,87.4525956526769,NA,64.03,-40,16
2020-03-18,3,6.801388888888889,0.9902777777777778,67.78877610168703,NA,60.55,-44,18
2020-03-19,5,12.535347222222223,10.832430555555556,90.03328215698797,NA,59.08,-47,19
2020-03-20,10,17.083541666666665,14.153680555555555,83.86401566293095,NA,60.01,-50,23
2020-03-21,3,2.13125,-3.216666666666667,68.56897490296889,NA,49.01,-40,15
2020-03-22,9,2.7125,-5.216666666666667,59.17990262095941,NA,41.86,-38,10
2020-03-23,8,6.186527777777778,2.3454166666666665,78.68228800715234,NA,42.11,-58,24
2020-03-24,10,4.586111111111111,1.5666666666666667,81.18048712806379,NA,41.89,-61,25
2020-03-25,30,7.795833333333333,3.5972222222222223,75.87140239953324,NA,44.02,-61,25
2020-03-26,45,10.641666666666667,3.095833333333333,66.0082956107126,NA,49.27,-61,25
2020-03-27,25,12.024305555555555,8.390416666666667,80.40116967990441,NA,52,-59,27
2020-03-28,61,15.381944444444445,13.092361111111112,87.17632215898219,NA,44.38,-45,17
2020-03-29,46,19.397916666666667,11.83125,68.07981586382498,NA,42.24,-41,11
2020-03-30,25,11.13125,1.0833333333333333,51.23464817798149,NA,44.97,-61,24
2020-03-31,35,5.644791666666666,2.3100694444444443,79.66358035169338,NA,46.66,-62,25
2020-04-01,31,6.987708333333333,3.792986111111111,82.52026276298564,0.8367867518641925,47.86,-62,25
2020-04-02,63,6.983333333333333,-4.483333333333333,46.26052062155306,0.8371970507160708,50.26,-62,25
2020-04-03,57,8.841666666666667,-4.795833333333333,38.84450042140149,0.8383142503387864,57.68,-60,26
2020-04-04,76,8.895833333333334,1.5958333333333334,61.32181132254694,0.8400969917647769,51.68,-44,15
2020-04-05,53,12.445833333333333,4.970833333333333,62.51579122044485,0.8425063611118261,42.09,-44,12
2020-04-06,37,9.585416666666667,0.7458333333333333,61.65001788213111,0.8455086177794897,50.02,-61,23
2020-04-07,47,13.108333333333334,4.311458333333333,60.255776538760394,0.8490751685649542,47.75,-63,25
2020-04-08,31,15.15375,9.925138888888888,75.34833652496152,0.8531801735873352,53.91,-63,24
2020-04-09,39,9.884722222222223,3.8399305555555556,68.5665155035262,0.8577966137326198,50.95,-64,26
2020-04-10,29,2.739375,-4.907916666666667,58.893413791113154,0.8628919042690781,57.42,-66,29
2020-04-11,48,5.4125,-3.720833333333333,54.16675265456206,0.8684241781629904,54.97,-45,15
2020-04-12,21,10.858333333333334,0.4458333333333333,50.14771741705498,0.8743401989994094,33.28,-52,12
2020-04-13,19,14.252847222222222,10.335,78.39020091245317,0.8805755412534017,46.14,-62,26
2020-04-14,17,4.7,-3.225,58.09564303081837,0.887057257341627,51.04,-61,25
2020-04-15,11,3.316666666666667,-4.933333333333334,58.620491199962295,0.893708806295691,55.62,-61,24
2020-04-16,21,2.0975,-5.204583333333334,62.2675757079901,0.9004566158683855,55.53,-61,25
2020-04-17,22,4.041666666666667,-4.166666666666667,57.098170067532486,0.9072373457360571,59.73,-60,27
2020-04-18,62,5.46,0.9081944444444445,75.89358190444594,0.9140047544998691,59,-41,15
2020-04-19,26,7.291666666666667,-0.6499999999999999,59.199209411387976,0.920735067394659,49.16,-41,11
2020-04-20,7,9.795833333333333,-1.5958333333333334,50.06186517470588,0.9274298944845127,57.13,-60,23
2020-04-21,17,8.669791666666667,-2.775,46.74007614200445,0.9341160409320491,54.49,-61,25
2020-04-22,29,3.433333333333333,-7.979166666666667,44.41810272146031,0.94084194385361,58.26,-60,24
2020-04-23,61,8.51875,2.785416666666667,69.15864524215577,0.9476709102361723,58.85,-61,25
2020-04-24,28,11.018541666666666,8.701458333333333,86.94397875617119,0.9546717524619891,66.69,-59,26
2020-04-25,21,12.525,5.645833333333333,64.46339145245882,0.9619077572425098,65.29,-40,13
2020-04-26,13,10.46375,8.789166666666667,90.35950913207434,0.9694251296048048,45.45,-43,12
2020-04-27,13,8.342777777777778,1.8452777777777778,69.578151383856,0.9772421018221417,62.8,-58,22
2020-04-28,11,10.9625,3.5458333333333334,62.16356075684001,0.9853397942090374,61.74,-60,18
2020-04-29,38,15.920833333333333,8.725,64.81431964811875,0.993655691788058,65.34,-59,23
2020-04-30,16,12.14077380952381,9.880208333333334,86.83131862273717,1.002080302168594,65.95,-59,24
2020-05-01,30,9.118055555555555,5.363541666666666,77.94487131838181,1.010457230726479,77.11,-56,24
2020-05-02,14,11.925,5.633333333333333,69.81360230690439,1.0185865889186738,76.07,-37,11
2020-05-03,12,19.075,11.5375,63.265211897461,1.0262313740966214,58.58,-36,8
2020-05-04,20,13.358333333333333,4.183333333333334,54.73236430855166,1.0331262550541138,70.12,-56,20
2020-05-05,10,6.3375,0.13055555555555554,65.89764558686375,1.0389880938187952,71.15,-57,21
2020-05-06,19,5.8028273809523805,3.9678075396825396,88.60227367558701,1.0435275476571007,69.06,-57,23
2020-05-07,45,9.658333333333333,-1.9083333333333332,47.088178777766984,1.0464612204697592,77.08,-57,22
2020-05-08,16,7.556418650793651,2.2568551587301586,71.44204723386686,1.047524031435259,79.88,-55,24
2020-05-09,31,1.125,-6.669444444444444,57.80348249092367,1.046481669309584,77.85,-36,13
2020-05-10,17,8.166666666666668,-4.0625,43.88375302720855,1.0431431139677332,60.81,-32,6
2020-05-11,8,5.796875,2.2020833333333334,78.46755312938383,1.037373156510504,NA,-55,22
2020-05-12,15,7.0125,-1.65,57.26435059760291,1.0291046088698337,NA,-54,20
2020-05-13,19,10.975,-1.6791666666666667,44.24860726420979,1.0183495116763508,87.09,-54,19
2020-05-14,6,13.629166666666666,4.252777777777778,55.83746977418013,1.0052082481304554,84.07,-55,21
2020-05-15,31,19.8375,14.729166666666666,74.95364137244331,0.98987521578241,102.7,-52,21
2020-05-16,13,18.205059523809524,13.542113095238095,77.60740633094855,0.9726397442333109,100.59,-32,8
2020-05-17,8,20.366666666666667,11.833333333333334,58.39628850503962,0.9538813434567048,76.8,-30,7
2020-05-18,38,19.9125,13.708333333333334,68.70045853310104,0.9340590794395472,93.75,-51,18
2020-05-19,17,17.241666666666667,7.9125000000000005,57.04214096224901,0.913695749217232,96.25,-52,19
2020-05-20,29,14.25,-0.8333333333333334,36.10808218253597,0.8933583558044285,99.62,-52,18
2020-05-21,31,15.629166666666666,6.295833333333333,54.75199978172931,0.8736369645205327,104.46,-52,18
2020-05-22,21,16.961656746031746,13.70701884920635,82.19917313381976,0.8551242252086826,109.96,-51,20
2020-05-23,14,18.650416666666665,14.264375,78.2092792956773,0.8383976402732727,104.06,-27,6
2020-05-24,24,21.283333333333335,15.25,69.41401687385834,0.8240061139521767,83.77,-28,3
2020-05-25,28,22.633333333333333,17.016666666666666,73.08902253232236,0.8124615675778964,76.5,-77,19
2020-05-26,11,24.45,15.4875,60.81355211309762,0.80423560468545785,104.38,-51,16
2020-05-27,12,23.34166666666667,14.887500000000001,60.065214024106524,0.7997604946952516,108.56,-50,17
2020-05-28,23,22.297569444444445,17.721875,76.55156835745446,0.7994332019297974,109.04,-50,18
2020-05-29,19,22.174632936507937,18.06670634920635,79.09596358857654,0.8036208471850234,117.59,-47,19
2020-05-30,27,16.351130952380952,12.876488095238095,82.59743682530184,0.8126658322154945,116.08,-19,7
2020-05-31,14,14.191666666666666,5.8,59.329251083433,0.8268888363322137,86.1,-20,4
2020-06-01,8,13.820833333333333,3.620833333333333,53.43245129876507,0.8465879606766387,104.41,-47,16
2020-06-02,9,19.183333333333334,9.254166666666666,54.61191441971266,0.8720324227768463,110.03,-48,16
2020-06-03,24,25.058333333333334,14.9125,53.557193717803706,0.9034494003338397,106.71,-48,17
2020-06-04,13,22.667083333333334,17.914583333333333,76.37137040209161,0.9410029367198515,110.71,-48,17
2020-06-05,8,19.98847222222222,18.18402777777778,90.26176439906617,0.9847643315466766,129.34,-45,15
2020-06-06,16,23.414583333333333,16.495833333333334,69.74653986605153,1.0346742420395862,121.2,-17,4
2020-06-07,14,20.041666666666668,9.9875,53.94832636702632,1.0904978928355393,98.89,-16,2
2020-06-08,5,19.9125,8.854166666666668,51.58983031923745,1.151776353497251,116.58,-45,14
